Ligand	Receptor	Score
INHBC	ACVR1B_ACVR2B	2
INHBC	ACVR1B_ACVR2A	2
INHBC	ACVR1C_ACVR2B	2
INHBC	ACVR1C_ACVR2A	2
INHBE	ACVR1B_ACVR2B	2
INHBE	ACVR1B_ACVR2A	2
INHBE	ACVR1C_ACVR2B	2
INHBE	ACVR1C_ACVR2A	2
WNT1	FZD1_LRP5	2
WNT1	FZD2_LRP5	2
WNT1	FZD10_LRP6	2
WNT1	FZD7_LRP5	2
WNT1	FZD8_LRP5	2
WNT1	FZD6_LRP5	2
WNT1	FZD4_LRP5	2
WNT1	FZD9_LRP6	2
WNT1	FZD2_LRP6	2
WNT1	FZD3_LRP5	2
WNT1	FZD5_LRP6	2
WNT1	FZD3_LRP6	2
WNT1	FZD1_LRP6	2
WNT1	FZD6_LRP6	2
WNT1	FZD7_LRP6	2
WNT1	FZD10_LRP5	2
WNT1	FZD9_LRP5	2
WNT1	FZD4_LRP6	2
WNT1	FZD5_LRP5	2
WNT1	FZD8_LRP6	2
WNT10A	FZD1_LRP5	2
WNT10A	FZD2_LRP5	2
WNT10A	FZD10_LRP6	2
WNT10A	FZD7_LRP5	2
WNT10A	FZD8_LRP5	2
WNT10A	FZD6_LRP5	2
WNT10A	FZD4_LRP5	2
WNT10A	FZD9_LRP6	2
WNT10A	FZD2_LRP6	2
WNT10A	FZD3_LRP5	2
WNT10A	FZD5_LRP6	2
WNT10A	FZD3_LRP6	2
WNT10A	FZD1_LRP6	2
WNT10A	FZD6_LRP6	2
WNT10A	FZD7_LRP6	2
WNT10A	FZD10_LRP5	2
WNT10A	FZD9_LRP5	2
WNT10A	FZD4_LRP6	2
WNT10A	FZD5_LRP5	2
WNT10A	FZD8_LRP6	2
WNT10B	FZD1_LRP5	2
WNT10B	FZD2_LRP5	2
WNT10B	FZD10_LRP6	2
WNT10B	FZD7_LRP5	2
WNT10B	FZD8_LRP5	2
WNT10B	FZD6_LRP5	2
WNT10B	FZD4_LRP5	2
WNT10B	FZD9_LRP6	2
WNT10B	FZD2_LRP6	2
WNT10B	FZD3_LRP5	2
WNT10B	FZD5_LRP6	2
WNT10B	FZD3_LRP6	2
WNT10B	FZD1_LRP6	2
WNT10B	FZD6_LRP6	2
WNT10B	FZD7_LRP6	2
WNT10B	FZD10_LRP5	2
WNT10B	FZD9_LRP5	2
WNT10B	FZD4_LRP6	2
WNT10B	FZD5_LRP5	2
WNT10B	FZD8_LRP6	2
WNT16	FZD1_LRP5	2
WNT16	FZD2_LRP5	2
WNT16	FZD10_LRP6	2
WNT16	FZD7_LRP5	2
WNT16	FZD8_LRP5	2
WNT16	FZD6_LRP5	2
WNT16	FZD4_LRP5	2
WNT16	FZD9_LRP6	2
WNT16	FZD2_LRP6	2
WNT16	FZD3_LRP5	2
WNT16	FZD5_LRP6	2
WNT16	FZD3_LRP6	2
WNT16	FZD1_LRP6	2
WNT16	FZD6_LRP6	2
WNT16	FZD7_LRP6	2
WNT16	FZD10_LRP5	2
WNT16	FZD9_LRP5	2
WNT16	FZD4_LRP6	2
WNT16	FZD5_LRP5	2
WNT16	FZD8_LRP6	2
WNT2	FZD1_LRP5	2
WNT2	FZD2_LRP5	2
WNT2	FZD10_LRP6	2
WNT2	FZD7_LRP5	2
WNT2	FZD8_LRP5	2
WNT2	FZD6_LRP5	2
WNT2	FZD4_LRP5	2
WNT2	FZD9_LRP6	2
WNT2	FZD2_LRP6	2
WNT2	FZD3_LRP5	2
WNT2	FZD5_LRP6	2
WNT2	FZD3_LRP6	2
WNT2	FZD1_LRP6	2
WNT2	FZD6_LRP6	2
WNT2	FZD7_LRP6	2
WNT2	FZD10_LRP5	2
WNT2	FZD9_LRP5	2
WNT2	FZD4_LRP6	2
WNT2	FZD5_LRP5	2
WNT2	FZD8_LRP6	2
WNT2B	FZD1_LRP5	2
WNT2B	FZD2_LRP5	2
WNT2B	FZD10_LRP6	2
WNT2B	FZD7_LRP5	2
WNT2B	FZD8_LRP5	2
WNT2B	FZD6_LRP5	2
WNT2B	FZD4_LRP5	2
WNT2B	FZD9_LRP6	2
WNT2B	FZD2_LRP6	2
WNT2B	FZD3_LRP5	2
WNT2B	FZD5_LRP6	2
WNT2B	FZD3_LRP6	2
WNT2B	FZD1_LRP6	2
WNT2B	FZD6_LRP6	2
WNT2B	FZD7_LRP6	2
WNT2B	FZD10_LRP5	2
WNT2B	FZD9_LRP5	2
WNT2B	FZD4_LRP6	2
WNT2B	FZD5_LRP5	2
WNT2B	FZD8_LRP6	2
WNT3	FZD1_LRP5	2
WNT3	FZD2_LRP5	2
WNT3	FZD10_LRP6	2
WNT3	FZD7_LRP5	2
WNT3	FZD8_LRP5	2
WNT3	FZD6_LRP5	2
WNT3	FZD4_LRP5	2
WNT3	FZD9_LRP6	2
WNT3	FZD2_LRP6	2
WNT3	FZD3_LRP5	2
WNT3	FZD5_LRP6	2
WNT3	FZD3_LRP6	2
WNT3	FZD1_LRP6	2
WNT3	FZD6_LRP6	2
WNT3	FZD7_LRP6	2
WNT3	FZD10_LRP5	2
WNT3	FZD9_LRP5	2
WNT3	FZD4_LRP6	2
WNT3	FZD5_LRP5	2
WNT3	FZD8_LRP6	2
WNT3A	FZD1_LRP5	2
WNT3A	FZD2_LRP5	2
WNT3A	FZD10_LRP6	2
WNT3A	FZD7_LRP5	2
WNT3A	FZD8_LRP5	2
WNT3A	FZD6_LRP5	2
WNT3A	FZD4_LRP5	2
WNT3A	FZD9_LRP6	2
WNT3A	FZD2_LRP6	2
WNT3A	FZD3_LRP5	2
WNT3A	FZD5_LRP6	2
WNT3A	FZD3_LRP6	2
WNT3A	FZD1_LRP6	2
WNT3A	FZD6_LRP6	2
WNT3A	FZD7_LRP6	2
WNT3A	FZD10_LRP5	2
WNT3A	FZD9_LRP5	2
WNT3A	FZD4_LRP6	2
WNT3A	FZD5_LRP5	2
WNT3A	FZD8_LRP6	2
WNT4	FZD1_LRP5	2
WNT4	FZD2_LRP5	2
WNT4	FZD10_LRP6	2
WNT4	FZD7_LRP5	2
WNT4	FZD8_LRP5	2
WNT4	FZD6_LRP5	2
WNT4	FZD4_LRP5	2
WNT4	FZD9_LRP6	2
WNT4	FZD2_LRP6	2
WNT4	FZD3_LRP5	2
WNT4	FZD5_LRP6	2
WNT4	FZD3_LRP6	2
WNT4	FZD1_LRP6	2
WNT4	FZD6_LRP6	2
WNT4	FZD7_LRP6	2
WNT4	FZD10_LRP5	2
WNT4	FZD9_LRP5	2
WNT4	FZD4_LRP6	2
WNT4	FZD5_LRP5	2
WNT4	FZD8_LRP6	2
WNT6	FZD1_LRP5	2
WNT6	FZD2_LRP5	2
WNT6	FZD10_LRP6	2
WNT6	FZD7_LRP5	2
WNT6	FZD8_LRP5	2
WNT6	FZD6_LRP5	2
WNT6	FZD4_LRP5	2
WNT6	FZD9_LRP6	2
WNT6	FZD2_LRP6	2
WNT6	FZD3_LRP5	2
WNT6	FZD5_LRP6	2
WNT6	FZD3_LRP6	2
WNT6	FZD1_LRP6	2
WNT6	FZD6_LRP6	2
WNT6	FZD7_LRP6	2
WNT6	FZD10_LRP5	2
WNT6	FZD9_LRP5	2
WNT6	FZD4_LRP6	2
WNT6	FZD5_LRP5	2
WNT6	FZD8_LRP6	2
WNT7A	FZD1_LRP5	2
WNT7A	FZD2_LRP5	2
WNT7A	FZD10_LRP6	2
WNT7A	FZD7_LRP5	2
WNT7A	FZD8_LRP5	2
WNT7A	FZD6_LRP5	2
WNT7A	FZD4_LRP5	2
WNT7A	FZD9_LRP6	2
WNT7A	FZD2_LRP6	2
WNT7A	FZD3_LRP5	2
WNT7A	FZD5_LRP6	2
WNT7A	FZD3_LRP6	2
WNT7A	FZD1_LRP6	2
WNT7A	FZD6_LRP6	2
WNT7A	FZD7_LRP6	2
WNT7A	FZD10_LRP5	2
WNT7A	FZD9_LRP5	2
WNT7A	FZD4_LRP6	2
WNT7A	FZD5_LRP5	2
WNT7A	FZD8_LRP6	2
WNT7B	FZD1_LRP5	2
WNT7B	FZD2_LRP5	2
WNT7B	FZD10_LRP6	2
WNT7B	FZD7_LRP5	2
WNT7B	FZD8_LRP5	2
WNT7B	FZD6_LRP5	2
WNT7B	FZD4_LRP5	2
WNT7B	FZD9_LRP6	2
WNT7B	FZD2_LRP6	2
WNT7B	FZD3_LRP5	2
WNT7B	FZD5_LRP6	2
WNT7B	FZD3_LRP6	2
WNT7B	FZD1_LRP6	2
WNT7B	FZD6_LRP6	2
WNT7B	FZD7_LRP6	2
WNT7B	FZD10_LRP5	2
WNT7B	FZD9_LRP5	2
WNT7B	FZD4_LRP6	2
WNT7B	FZD5_LRP5	2
WNT7B	FZD8_LRP6	2
WNT8A	FZD1_LRP5	2
WNT8A	FZD2_LRP5	2
WNT8A	FZD10_LRP6	2
WNT8A	FZD7_LRP5	2
WNT8A	FZD8_LRP5	2
WNT8A	FZD6_LRP5	2
WNT8A	FZD4_LRP5	2
WNT8A	FZD9_LRP6	2
WNT8A	FZD2_LRP6	2
WNT8A	FZD3_LRP5	2
WNT8A	FZD5_LRP6	2
WNT8A	FZD3_LRP6	2
WNT8A	FZD1_LRP6	2
WNT8A	FZD6_LRP6	2
WNT8A	FZD7_LRP6	2
WNT8A	FZD10_LRP5	2
WNT8A	FZD9_LRP5	2
WNT8A	FZD4_LRP6	2
WNT8A	FZD5_LRP5	2
WNT8A	FZD8_LRP6	2
WNT8B	FZD1_LRP5	2
WNT8B	FZD2_LRP5	2
WNT8B	FZD10_LRP6	2
WNT8B	FZD7_LRP5	2
WNT8B	FZD8_LRP5	2
WNT8B	FZD6_LRP5	2
WNT8B	FZD4_LRP5	2
WNT8B	FZD9_LRP6	2
WNT8B	FZD2_LRP6	2
WNT8B	FZD3_LRP5	2
WNT8B	FZD5_LRP6	2
WNT8B	FZD3_LRP6	2
WNT8B	FZD1_LRP6	2
WNT8B	FZD6_LRP6	2
WNT8B	FZD7_LRP6	2
WNT8B	FZD10_LRP5	2
WNT8B	FZD9_LRP5	2
WNT8B	FZD4_LRP6	2
WNT8B	FZD5_LRP5	2
WNT8B	FZD8_LRP6	2
WNT9A	FZD1_LRP5	2
WNT9A	FZD2_LRP5	2
WNT9A	FZD10_LRP6	2
WNT9A	FZD7_LRP5	2
WNT9A	FZD8_LRP5	2
WNT9A	FZD6_LRP5	2
WNT9A	FZD4_LRP5	2
WNT9A	FZD9_LRP6	2
WNT9A	FZD2_LRP6	2
WNT9A	FZD3_LRP5	2
WNT9A	FZD5_LRP6	2
WNT9A	FZD3_LRP6	2
WNT9A	FZD1_LRP6	2
WNT9A	FZD6_LRP6	2
WNT9A	FZD7_LRP6	2
WNT9A	FZD10_LRP5	2
WNT9A	FZD9_LRP5	2
WNT9A	FZD4_LRP6	2
WNT9A	FZD5_LRP5	2
WNT9A	FZD8_LRP6	2
WNT9B	FZD1_LRP5	2
WNT9B	FZD2_LRP5	2
WNT9B	FZD10_LRP6	2
WNT9B	FZD7_LRP5	2
WNT9B	FZD8_LRP5	2
WNT9B	FZD6_LRP5	2
WNT9B	FZD4_LRP5	2
WNT9B	FZD9_LRP6	2
WNT9B	FZD2_LRP6	2
WNT9B	FZD3_LRP5	2
WNT9B	FZD5_LRP6	2
WNT9B	FZD3_LRP6	2
WNT9B	FZD1_LRP6	2
WNT9B	FZD6_LRP6	2
WNT9B	FZD7_LRP6	2
WNT9B	FZD10_LRP5	2
WNT9B	FZD9_LRP5	2
WNT9B	FZD4_LRP6	2
WNT9B	FZD5_LRP5	2
WNT9B	FZD8_LRP6	2
WNT5A	FZD10	3
WNT5B	FZD7	3
WNT5B	FZD10	3
WNT5B	FZD4	3
WNT5B	FZD3	3
WNT5B	FZD1	3
WNT5B	FZD5	3
WNT5B	FZD9	3
WNT5B	FZD6	3
WNT11	FZD10	3
WNT11	FZD2	3
WNT11	FZD4	3
WNT11	FZD3	3
WNT11	FZD1	2
WNT11	FZD9	3
WNT11	FZD6	3
TGFA	EGFR_ERBB2	2
BTC	ERBB2_ERBB4	2
BTC	EGFR_ERBB2	2
HBEGF	ERBB2_ERBB4	2
HBEGF	EGFR_ERBB2	2
EREG	ERBB2_ERBB4	2
EREG	EGFR_ERBB2	2
NRG1	ITGAV_ITGB3	2
NRG1	ERBB2_ERBB3	2
NRG1	ERBB2_ERBB4	2
NRG2	ERBB2_ERBB4	2
NRG2	ERBB2_ERBB3	2
NRG3	ERBB2_ERBB4	2
NRG4	ERBB2_ERBB4	2
VEGFA	FLT1_KDR	2
VEGFC	FLT4_KDR	2
VEGFD	FLT4_KDR	2
IGF1	ITGA6_ITGB4	2
IGF1	ITGAV_ITGB3	2
IGF2	ITGA6_ITGB4	2
IGF2	ITGAV_ITGB3	2
DHH	PTCH2_SMO	2
DHH	PTCH1_SMO	2
IHH	PTCH2_SMO	2
IHH	PTCH1_SMO	2
CCL16	ACKR1	3
CCL27	CCR2	3
CCL27	CCR3	3
CCL26	ACKR2	3
CCL1	ACKR1	3
CCL1	ACKR4	3
CCL18	ACKR1	3
CXCL2	ACKR1	3
CXCL3	ACKR1	3
CXCL9	ACKR1	3
CXCL10	ACKR1	3
CXCL13	ACKR1	3
MIF	CD74_CD44	1
MIF	CD74_CXCR2	2
MIF	ACKR3	3
MIF	CD74_CXCR4	2
IL2	IL2RB_IL2RG	2
IL2	IL2RA_IL2RB_IL2RG	2
IL4	IL4R_IL13RA2	1
IL4	IL4R_IL2RG	1
IL4	IL4R_IL13RA1	1
IL7	IL7R_IL2RG	1
IL9	IL9R_IL2RG	1
IL15	IL15RA_IL2RB	1
IL21	IL21R_IL2RG	2
TSLP	IL7R_CRLF2	1
IL3	IL3RA_CSF2RB	1
IL5	IL5RA_CSF2RB	1
CSF2	CSF2RA_CSF2RB	2
IL13	IL4R_IL13RA2	1
IL13	IL4R_IL13RA1	1
IL6	IL6R_IL6ST	2
IL11	IL11R complex	1
IL31	IL31RA_OSMR	2
CLCF1	CNTFR_LIFR	1
CTF1	LIFR_IL6ST	1
LIF	LIFR_IL6ST	1
OSM	LIFR_IL6ST	1
OSM	OSMR_IL6ST	1
IL10	IL10RA_IL10RB	2
IL19	IL20RA_IL20RB	2
IL20	IL22RA1_IL20RB	1
IL20	IL20RA_IL20RB	2
IL24	IL22RA1_IL20RB	1
IL24	IL20RA_IL20RB	2
IL22	IL22RA1_IL10RB	1
IL26	IL20RA_IL10RB	1
IL1A	IL1R1_IL1RAP	2
IL1B	IL1R1_IL1RAP	2
IL36RN	IL1RL2_IL1RAP	1
IL36A	IL1RL2_IL1RAP	1
IL36B	IL1RL2_IL1RAP	1
IL36G	IL1RL2_IL1RAP	1
IL1F10	IL1RL2_IL1RAP	1
IL37	IL18R1_IL18RAP	2
IL18	IL18R1_IL18RAP	2
IL33	IL1RL1_IL1RAP	1
IL17A	IL17RA_IL17RC	1
IL17F	IL17RA_IL17RC	1
IL17C	IL17RA_IL17RE	2
IL25	IL17RA_IL17RB	2
IFNB1	IFNAR1_IFNAR2	2
IFNW1	IFNAR1_IFNAR2	2
IFNK	IFNAR1_IFNAR2	2
IFNE	IFNAR1_IFNAR2	2
IFNA1	IFNAR1_IFNAR2	2
IFNA2	IFNAR1_IFNAR2	2
IFNA4	IFNAR1_IFNAR2	2
IFNA5	IFNAR1_IFNAR2	2
IFNA6	IFNAR1_IFNAR2	2
IFNA7	IFNAR1_IFNAR2	2
IFNA8	IFNAR1_IFNAR2	2
IFNA10	IFNAR1_IFNAR2	2
IFNA13	IFNAR1_IFNAR2	1
IFNA14	IFNAR1_IFNAR2	2
IFNA16	IFNAR1_IFNAR2	2
IFNA17	IFNAR1_IFNAR2	2
IFNA21	IFNAR1_IFNAR2	2
IFNG	IFNGR1_IFNGR2	2
KLK3	NTRK1	3
KLK3	NGFR	2
CD40LG	ITGA2B_ITGB3	2
CD40LG	ITGAM_ITGB2	2
CD40LG	ITGA5_ITGB1	2
SPP1	ITGAV_ITGB3	2
SPP1	ITGA5_ITGB1	2
SPP1	ITGAV_ITGB5	2
SPP1	ITGAV_ITGB6	2
SPP1	ITGA4_ITGB1	2
SPP1	ITGA8_ITGB1	2
SPP1	ITGA9_ITGB1	2
SPP1	ITGAV_ITGB1	2
RETN	TLR4	3
RETN	CAP1	3
NAMPT	ITGA5_ITGB1	2
ANGPTL1	ITGA1_ITGB1	2
ANGPTL1	LILRB3	3
ANGPTL2	TLR4	3
ANGPTL2	LILRB3	3
ANGPTL2	ITGA5_ITGB1	2
ANGPTL7	LILRB3	3
ANGPTL4	SDC4	3
ANGPTL4	ITGAV_ITGB3	2
ANGPTL4	SDC2	3
ANGPTL4	SDC1	3
ANGPTL4	ITGA5_ITGB1	2
ANGPTL4	CDH5	3
ANGPTL4	CDH11	3
ANGPTL4	SDC3	3
ANGPTL3	ITGAV_ITGB3	2
ANGPT2	ITGA5_ITGB1	2
MDK	SDC2	3
MDK	NCL	3
MDK	ITGA4_ITGB1	2
MDK	ITGA6_ITGB1	2
PTN	SDC4	3
PTN	ITGAV_ITGB3	2
PTN	SDC2	3
PTN	NCL	3
POSTN	ITGAV_ITGB5	2
POSTN	ITGAV_ITGB3	2
C3	ITGAM_ITGB2	1
C3	ITGAX_ITGB2	1
C4A	CR2	3
POMC	OPRL1	3
NPY	GPR83	3
NPY	NPY6R	3
PPY	GPR83	3
PPY	NPY6R	3
PYY	GPR83	3
PYY	NPY6R	3
PDYN	OPRL1	3
PENK	OPRL1	3
PRSS3	PARD3	3
F2	PARD3	2
PLG	PARD3	3
GZMA	PARD3	3
PRSS2	PARD3	3
PRSS1	PARD3	3
PMCH	MERTK	3
SEMA3A	NRP1_PLXNA2	2
SEMA3A	NRP1_PLXNA4	2
SEMA3A	NRP1_PLXNA3	2
SEMA3A	NRP1_PLXNA1	2
SEMA3B	NRP1_PLXNA2	2
SEMA3B	NRP1_PLXNA1	2
SEMA3B	NRP2_PLXNA4	2
SEMA3B	NRP2_PLXNA3	2
SEMA3B	NRP2_PLXNA2	2
SEMA3B	NRP2_PLXNA1	2
SEMA3B	NRP1_PLXNA3	2
SEMA3B	NRP1_PLXNA4	2
SEMA3C	NRP1_PLXNA2	2
SEMA3C	NRP1_PLXNA1	2
SEMA3C	NRP2_PLXNA4	2
SEMA3C	NRP2_PLXNA3	2
SEMA3C	NRP2_PLXNA2	2
SEMA3C	NRP2_PLXNA1	2
SEMA3C	NRP1_PLXNA3	2
SEMA3C	NRP1_NRP2	1
SEMA3C	NRP1_PLXNA4	2
SEMA3D	NRP1_PLXNA2	2
SEMA3D	NRP1_PLXNA1	2
SEMA3D	NRP2_PLXNA4	2
SEMA3D	NRP2_PLXNA3	2
SEMA3D	NRP2_PLXNA2	2
SEMA3D	NRP2_PLXNA1	2
SEMA3D	NRP1_PLXNA3	2
SEMA3D	NRP1_PLXNA4	2
SEMA3F	NRP2_PLXNA1	2
SEMA3F	NRP2_PLXNA3	2
SEMA3F	NRP2_PLXNA4	2
SEMA3F	NRP2_PLXNA2	2
SEMA3G	NRP2_PLXNA1	2
SEMA3G	NRP2_PLXNA3	2
SEMA3G	NRP2_PLXNA4	2
SEMA3G	NRP2_PLXNA2	2
ANXA1	FPR2_LXA4	1
GHRH	GHSR	3
GHRH	VIPR2	3
IAPP	CALCRL	3
INSL3	RXFP4	3
INSL3	RXFP3	3
INSL5	RXFP2	3
INSL5	RXFP1	3
LGALS9	PTPRC	3
RLN1	RXFP4	3
RLN1	RXFP3	4
SLURP1	CHRND	2
SLURP1	CHRNG	2
SLURP1	CHRNA6	2
SLURP1	CHRNA1	2
SLURP1	CHRNE	2
SLURP1	CHRNA3	3
SLURP1	CHRNA4	3
SLURP1	CHRNA10	3
SLURP1	CHRNB2	3
SLURP1	CHRNB4	3
SLURP1	CHRNA9	3
SLURP1	CHRNB1	2
SLURP1	CHRNA5	2
SLURP1	CHRNA2	2
SLURP1	CHRNB3	2
SLURP2	CHRND	2
SLURP2	CHRNG	2
SLURP2	CHRNA6	2
SLURP2	CHRNA7	3
SLURP2	CHRNA1	2
SLURP2	CHRNE	2
SLURP2	CHRNA3	3
SLURP2	CHRNA4	3
SLURP2	CHRNA10	2
SLURP2	CHRNB2	3
SLURP2	CHRNB4	3
SLURP2	CHRNA9	2
SLURP2	CHRNB1	2
SLURP2	CHRNA5	2
SLURP2	CHRNA2	2
SLURP2	CHRNB3	2
UTS2B	SSTR5	3
COL1A1	ITGA2_ITGB1	2
COL1A1	ITGAV_ITGB8	2
COL1A1	ITGA3_ITGB1	2
COL1A1	ITGA10_ITGB1	2
COL1A1	ITGA11_ITGB1	2
COL1A1	ITGA1_ITGB1	2
COL1A1	ITGA9_ITGB1	2
COL1A2	ITGA2_ITGB1	2
COL1A2	ITGAV_ITGB8	2
COL1A2	ITGA3_ITGB1	2
COL1A2	ITGA10_ITGB1	2
COL1A2	ITGA11_ITGB1	2
COL1A2	ITGA1_ITGB1	2
COL1A2	ITGA9_ITGB1	2
COL2A1	ITGA2_ITGB1	2
COL2A1	ITGAV_ITGB8	2
COL2A1	ITGA3_ITGB1	2
COL2A1	ITGA10_ITGB1	2
COL2A1	ITGA11_ITGB1	2
COL2A1	ITGA1_ITGB1	2
COL2A1	ITGA9_ITGB1	2
COL4A1	ITGA2_ITGB1	2
COL4A1	ITGAV_ITGB8	2
COL4A1	ITGA3_ITGB1	2
COL4A1	ITGA10_ITGB1	2
COL4A1	ITGA11_ITGB1	2
COL4A1	ITGA1_ITGB1	2
COL4A1	ITGA9_ITGB1	2
COL4A2	ITGA2_ITGB1	2
COL4A2	ITGAV_ITGB8	2
COL4A2	ITGA3_ITGB1	2
COL4A2	ITGA10_ITGB1	2
COL4A2	ITGA11_ITGB1	2
COL4A2	ITGA1_ITGB1	2
COL4A2	ITGA9_ITGB1	2
COL4A3	ITGA2_ITGB1	2
COL4A3	ITGAV_ITGB8	2
COL4A3	ITGA3_ITGB1	2
COL4A3	ITGA10_ITGB1	2
COL4A3	ITGA11_ITGB1	2
COL4A3	ITGA1_ITGB1	2
COL4A3	ITGA9_ITGB1	2
COL4A4	ITGA2_ITGB1	2
COL4A4	ITGAV_ITGB8	2
COL4A4	ITGA3_ITGB1	2
COL4A4	ITGA10_ITGB1	2
COL4A4	ITGA11_ITGB1	2
COL4A4	ITGA1_ITGB1	2
COL4A4	ITGA9_ITGB1	2
COL4A5	ITGA2_ITGB1	2
COL4A5	ITGAV_ITGB8	2
COL4A5	ITGA3_ITGB1	2
COL4A5	ITGA10_ITGB1	2
COL4A5	ITGA11_ITGB1	2
COL4A5	ITGA1_ITGB1	2
COL4A5	ITGA9_ITGB1	2
COL4A6	ITGA2_ITGB1	2
COL4A6	ITGAV_ITGB8	2
COL4A6	ITGA3_ITGB1	2
COL4A6	ITGA10_ITGB1	2
COL4A6	ITGA11_ITGB1	2
COL4A6	ITGA1_ITGB1	2
COL4A6	ITGA9_ITGB1	2
COL6A1	ITGA2_ITGB1	2
COL6A1	ITGAV_ITGB8	2
COL6A1	ITGA3_ITGB1	2
COL6A1	ITGA10_ITGB1	2
COL6A1	ITGA11_ITGB1	2
COL6A1	ITGA1_ITGB1	2
COL6A1	ITGA9_ITGB1	2
COL6A2	ITGA2_ITGB1	2
COL6A2	ITGAV_ITGB8	2
COL6A2	ITGA3_ITGB1	2
COL6A2	ITGA10_ITGB1	2
COL6A2	ITGA11_ITGB1	2
COL6A2	ITGA1_ITGB1	2
COL6A2	ITGA9_ITGB1	2
COL6A3	ITGA2_ITGB1	2
COL6A3	ITGAV_ITGB8	2
COL6A3	ITGA3_ITGB1	2
COL6A3	ITGA10_ITGB1	2
COL6A3	ITGA11_ITGB1	2
COL6A3	ITGA1_ITGB1	2
COL6A3	ITGA9_ITGB1	2
COL6A5	ITGA2_ITGB1	2
COL6A5	SDC4	2
COL6A5	ITGAV_ITGB8	2
COL6A5	GP6	3
COL6A5	SDC1	3
COL6A5	ITGA3_ITGB1	2
COL6A5	CD44	3
COL6A5	ITGA10_ITGB1	2
COL6A5	ITGA11_ITGB1	2
COL6A5	ITGA1_ITGB1	2
COL6A5	ITGA9_ITGB1	2
COL6A6	ITGA2_ITGB1	2
COL6A6	ITGAV_ITGB8	2
COL6A6	ITGA3_ITGB1	2
COL6A6	ITGA10_ITGB1	2
COL6A6	ITGA11_ITGB1	2
COL6A6	ITGA1_ITGB1	2
COL6A6	ITGA9_ITGB1	2
COL9A1	ITGA2_ITGB1	2
COL9A1	SDC4	2
COL9A1	ITGAV_ITGB8	2
COL9A1	GP6	3
COL9A1	SDC1	3
COL9A1	ITGA3_ITGB1	2
COL9A1	CD44	3
COL9A1	ITGA10_ITGB1	2
COL9A1	ITGA11_ITGB1	2
COL9A1	ITGA1_ITGB1	2
COL9A1	ITGA9_ITGB1	2
COL9A2	ITGA2_ITGB1	2
COL9A2	SDC4	2
COL9A2	ITGAV_ITGB8	2
COL9A2	GP6	3
COL9A2	SDC1	3
COL9A2	ITGA3_ITGB1	2
COL9A2	CD44	3
COL9A2	ITGA10_ITGB1	2
COL9A2	ITGA11_ITGB1	2
COL9A2	ITGA1_ITGB1	2
COL9A2	ITGA9_ITGB1	2
COL9A3	ITGA2_ITGB1	2
COL9A3	SDC4	2
COL9A3	ITGAV_ITGB8	2
COL9A3	GP6	3
COL9A3	SDC1	3
COL9A3	ITGA3_ITGB1	2
COL9A3	CD44	3
COL9A3	ITGA10_ITGB1	2
COL9A3	ITGA11_ITGB1	2
COL9A3	ITGA1_ITGB1	2
COL9A3	ITGA9_ITGB1	2
FN1	ITGA4_ITGB7	2
FN1	ITGAV_ITGB3	2
FN1	ITGAV_ITGB8	2
FN1	ITGA5_ITGB1	2
FN1	ITGA3_ITGB1	2
FN1	ITGAV_ITGB6	2
FN1	ITGA4_ITGB1	2
FN1	ITGA2B_ITGB3	2
FN1	ITGA8_ITGB1	2
FN1	ITGAV_ITGB1	2
LAMA1	ITGAV_ITGB8	2
LAMA1	ITGA3_ITGB1	2
LAMA1	ITGA9_ITGB1	2
LAMA1	ITGA6_ITGB4	2
LAMA1	ITGA7_ITGB1	2
LAMA1	ITGA6_ITGB1	2
LAMA1	ITGA1_ITGB1	1
LAMA1	ITGA2_ITGB1	2
LAMA2	ITGAV_ITGB8	2
LAMA2	ITGA3_ITGB1	2
LAMA2	ITGA9_ITGB1	2
LAMA2	ITGA6_ITGB4	2
LAMA2	ITGA7_ITGB1	2
LAMA2	ITGA6_ITGB1	2
LAMA2	ITGA1_ITGB1	1
LAMA2	ITGA2_ITGB1	2
LAMA3	ITGAV_ITGB8	2
LAMA3	ITGA3_ITGB1	2
LAMA3	ITGA9_ITGB1	2
LAMA3	ITGA6_ITGB4	2
LAMA3	ITGA7_ITGB1	2
LAMA3	ITGA6_ITGB1	2
LAMA3	ITGA1_ITGB1	1
LAMA3	ITGA2_ITGB1	2
LAMA4	ITGAV_ITGB8	2
LAMA4	ITGA3_ITGB1	2
LAMA4	ITGA9_ITGB1	2
LAMA4	ITGA6_ITGB4	2
LAMA4	ITGA7_ITGB1	2
LAMA4	ITGA6_ITGB1	2
LAMA4	ITGA1_ITGB1	1
LAMA4	ITGA2_ITGB1	2
LAMA5	ITGAV_ITGB8	2
LAMA5	ITGA3_ITGB1	2
LAMA5	ITGA9_ITGB1	2
LAMA5	ITGA6_ITGB4	2
LAMA5	ITGA7_ITGB1	2
LAMA5	ITGA6_ITGB1	2
LAMA5	ITGA1_ITGB1	1
LAMA5	ITGA2_ITGB1	2
LAMB1	ITGAV_ITGB8	2
LAMB1	ITGA3_ITGB1	2
LAMB1	ITGA9_ITGB1	2
LAMB1	ITGA6_ITGB4	2
LAMB1	ITGA7_ITGB1	2
LAMB1	ITGA6_ITGB1	2
LAMB1	ITGA1_ITGB1	1
LAMB1	ITGA2_ITGB1	2
LAMB2	ITGAV_ITGB8	2
